transaction_id,amount,method,payment_date,trip_id,client_id
1287,93285.58,transfer,2024-07-13,58,636
1288,85365.21,card,2025-02-15,47,637
1289,55828.65,crypto,2024-12-15,92,637
1290,155232.06,transfer,2025-02-25,11,638
1291,334367.45,transfer,2025-01-31,25,638
1292,299010.94,transfer,2024-09-16,49,638
1293,247647.99,crypto,2025-04-16,74,639
1294,139687.94,card,2024-06-29,68,639
1295,314814.14,transfer,2024-06-17,39,640
1296,346010.59,transfer,2025-05-24,41,640
1297,24676.73,transfer,2025-05-27,94,640
1298,245923.82,transfer,2025-04-20,7,641
1299,181747.73,card,2025-02-05,51,642
1300,273358.56,transfer,2024-11-08,56,643
1301,16097.48,transfer,2025-05-10,83,643
1302,499118.91,transfer,2024-12-14,52,643
1303,1794990.64,crypto,2025-04-09,81,644
1304,334367.45,card,2024-11-02,25,644
1305,1054189.91,transfer,2024-09-29,24,645
1306,518566.15,transfer,2025-02-05,28,645
1307,155232.06,crypto,2025-03-01,11,646
1308,268872.84,crypto,2024-08-01,86,646
1309,324939.73,transfer,2024-11-30,62,646
1310,533244.54,card,2025-02-16,48,647
1311,1905649.15,card,2025-05-17,29,647
1312,131496.52,crypto,2024-12-09,32,648
1313,1054189.91,card,2024-09-23,24,648
1314,335619.82,card,2024-06-29,53,648
1315,85365.21,card,2024-11-11,47,649
1316,190647.86,card,2025-03-14,70,649
1317,50014.27,crypto,2024-07-14,46,650
1318,58991.5,transfer,2024-06-29,2,651
1319,307456.34,card,2024-11-10,64,651
1320,2137969.3,transfer,2024-09-15,35,652
1321,190647.86,card,2025-03-22,70,653
1322,176937.71,crypto,2024-09-28,87,653
1323,268872.84,crypto,2025-03-22,86,653
1324,267287.33,card,2025-05-13,20,654
1325,314814.14,transfer,2024-12-05,39,654
1326,499563.8,card,2024-08-25,75,655
1327,114325.32,transfer,2024-07-08,89,655
1328,346010.59,transfer,2024-10-22,41,655
1329,267287.33,crypto,2024-08-06,20,656
1330,73664.99,card,2024-06-25,36,657
1331,198966.34,crypto,2025-05-14,77,657
1332,499563.8,transfer,2024-06-18,75,658
1333,73664.99,crypto,2024-11-06,36,658
1334,193822.45,transfer,2025-02-13,5,659
1335,267551.59,crypto,2024-09-23,43,659
1336,268872.84,transfer,2025-04-30,86,659
1337,131496.52,transfer,2025-04-21,32,660
1338,346010.59,crypto,2025-04-13,41,661
1339,1057243.7,transfer,2024-12-03,50,661
1340,518566.15,crypto,2025-01-01,28,662
1341,389798.58,crypto,2025-06-04,1,662
1342,4299483.75,card,2025-05-13,13,662
1343,131496.52,transfer,2024-10-17,32,663
1344,716041.2,transfer,2025-03-12,60,664
1345,335619.82,card,2024-11-21,53,665
1346,376300.87,crypto,2024-09-15,93,665
1347,457302.36,card,2024-10-17,26,666
1348,247647.99,crypto,2025-04-02,74,667
1349,499563.8,card,2024-09-11,75,668
1350,716041.2,card,2025-06-13,60,669
1351,3669048.07,crypto,2024-10-20,34,670
1352,268872.84,crypto,2025-03-27,86,671
1353,518566.15,card,2024-07-24,28,672
1354,4636516.55,crypto,2025-05-17,16,672
1355,140846.04,crypto,2024-08-23,44,672
1356,762675.24,card,2024-12-26,27,673
1357,216984.4,transfer,2025-03-05,31,673
1358,73664.99,transfer,2025-04-26,36,673
1359,390198.65,crypto,2025-01-01,84,674
1360,36224.94,card,2024-08-06,85,674
1361,125264.43,crypto,2025-03-18,54,674
1362,36224.94,card,2025-03-13,85,675
1363,90021.9,crypto,2024-09-17,76,675
1364,276118.3,transfer,2025-03-31,65,675
1365,181747.73,crypto,2024-10-13,51,676
1366,163814.94,crypto,2024-07-31,19,677
1367,523809.7,crypto,2025-04-08,82,677
1368,533244.54,card,2025-02-06,48,677
1369,85365.21,card,2025-05-13,47,678
1370,153678.95,card,2025-01-12,73,678
1371,422562.0,card,2024-06-18,33,678
1372,139687.94,crypto,2025-06-09,68,679
1373,166990.49,transfer,2025-02-11,91,680
1374,267287.33,card,2025-05-09,20,680
1375,242111.56,transfer,2025-03-29,21,680
1376,193822.45,crypto,2024-07-06,5,681
1377,499563.8,crypto,2025-04-25,75,681
1378,1144661.1,card,2025-03-27,12,682
1379,36224.94,crypto,2025-04-13,85,683
1380,82005.86,card,2024-11-09,80,683
1381,58991.5,card,2025-05-01,2,683
1382,90021.9,card,2024-07-29,76,684
1383,267551.59,transfer,2024-10-09,43,684
1384,193822.45,crypto,2024-07-13,5,685
1385,499563.8,card,2025-04-21,75,686
1386,24676.73,transfer,2024-12-13,94,686
1387,93696.13,transfer,2024-10-31,67,687
1388,2763839.79,card,2025-02-08,14,687
1389,148704.71,card,2024-06-24,8,687
1390,245923.82,crypto,2024-11-14,7,688
1391,36224.94,transfer,2025-05-03,85,688
1392,79251.34,crypto,2024-12-16,3,689
1393,1057243.7,transfer,2024-10-06,50,689
1394,30719.42,transfer,2025-05-13,72,690
1395,36224.94,transfer,2025-05-23,85,690
1396,181770.3,card,2025-03-05,63,690
1397,46552.26,card,2025-03-07,61,691
1398,267287.33,crypto,2025-05-06,20,691
1399,2763839.79,transfer,2025-05-07,14,692
1400,114325.32,crypto,2025-03-17,89,692
1401,79251.34,transfer,2025-05-14,3,693
1402,415696.86,card,2024-12-30,95,693
1403,193822.45,card,2024-09-30,5,693
1404,415696.86,crypto,2025-06-15,95,694
1405,148704.71,card,2024-06-30,8,694
1406,494346.74,transfer,2024-12-12,66,694
1407,190647.86,card,2024-06-19,70,695
1408,82005.86,card,2025-06-14,80,695
1409,533244.54,transfer,2024-11-07,48,696
1410,193822.45,transfer,2025-01-21,5,697
1411,61492.09,crypto,2024-12-28,59,697
1412,73664.99,crypto,2024-11-03,36,698
1413,193822.45,card,2025-02-13,5,698
1414,609677.95,transfer,2024-10-28,18,698
1415,81855.4,transfer,2025-01-21,22,699
1416,2137969.3,card,2024-08-02,35,700
1417,494346.74,transfer,2024-09-11,66,700
1418,499118.91,card,2025-03-18,52,701
1419,139687.94,transfer,2024-07-31,68,702
1420,58991.5,card,2024-09-10,2,702
1421,1144661.1,crypto,2025-02-10,12,702
1422,533244.54,crypto,2024-10-07,48,703
1423,422562.0,transfer,2024-07-07,33,703
1424,148704.71,crypto,2024-11-17,8,703
1425,209298.96,transfer,2024-06-23,78,704
1426,1057243.7,transfer,2024-06-23,50,704
1427,1057243.7,card,2025-04-27,50,705
1428,138674.18,card,2024-07-20,45,706
1429,2781929.0,card,2025-02-23,42,706
1430,79251.34,crypto,2025-04-23,3,707
1431,4299483.75,crypto,2025-01-16,13,707
1432,487656.91,crypto,2024-07-30,17,708
1433,1794990.64,crypto,2024-06-23,81,709
1434,299010.94,card,2025-02-05,49,710
1435,257823.53,transfer,2025-04-17,69,711
1436,346010.59,transfer,2025-01-10,41,711
1437,499118.91,card,2025-06-08,52,712
1438,244794.12,crypto,2025-03-31,79,712
1439,299010.94,transfer,2025-02-04,49,712
1440,50014.27,crypto,2024-09-19,46,713
1441,2781929.0,card,2025-02-24,42,713
1442,93285.58,transfer,2024-09-06,58,713
1443,299010.94,crypto,2025-06-08,49,714
1444,50014.27,transfer,2024-12-14,46,714
1445,4636516.55,card,2024-09-27,16,714
1446,487656.91,transfer,2025-02-17,17,715
1447,50014.27,transfer,2024-11-13,46,715
1448,112535.94,card,2024-09-16,55,715
1449,366341.88,transfer,2024-10-05,71,716
1450,268872.84,crypto,2025-02-25,86,716
1451,129029.38,transfer,2025-01-15,4,716
1452,4299483.75,card,2025-06-04,13,717
1453,148704.71,transfer,2024-08-17,8,717
1454,518566.15,crypto,2025-04-20,28,718
1455,114325.32,crypto,2025-01-20,89,719
1456,198966.34,crypto,2025-02-23,77,719
1457,79251.34,card,2024-07-30,3,719
1458,4299483.75,transfer,2024-11-17,13,720
1459,422562.0,card,2024-07-26,33,720
1460,138674.18,card,2024-12-05,45,721
1461,762675.24,crypto,2025-05-17,27,722
1462,499563.8,transfer,2024-11-16,75,722
1463,523809.7,transfer,2024-12-23,82,722
1464,267287.33,card,2025-03-23,20,723
1465,93285.58,card,2025-03-11,58,724
1466,93285.58,crypto,2025-01-08,58,725
1467,257823.53,transfer,2025-03-20,69,725
1468,125264.43,crypto,2024-11-06,54,725
1469,125264.43,transfer,2025-03-20,54,726
1470,93285.58,crypto,2024-11-19,58,726
1471,30719.42,transfer,2024-11-30,72,726
1472,389798.58,transfer,2024-10-22,1,727
1473,93317.63,card,2025-04-09,88,728
1474,276118.3,crypto,2024-12-23,65,728
1475,93285.58,crypto,2025-06-05,58,728
1476,334367.45,transfer,2024-09-10,25,729
1477,1144661.1,transfer,2025-04-27,12,729
1478,261767.27,transfer,2025-04-04,40,729
1479,609677.95,card,2025-02-15,18,730
1480,261767.27,crypto,2024-12-30,40,730
1481,178781.4,crypto,2025-04-23,38,730
1482,244794.12,card,2024-07-14,79,731
1483,457302.36,crypto,2024-10-27,26,731
1484,139687.94,crypto,2024-07-16,68,731
1485,716041.2,card,2024-09-20,60,732
1486,2781929.0,transfer,2024-10-30,42,732
1487,366341.88,crypto,2024-08-21,71,733
1488,422562.0,crypto,2024-10-09,33,734
1489,86779.7,card,2025-04-20,57,734
1490,125264.43,card,2025-02-12,54,734
1491,190647.86,card,2024-09-23,70,735
1492,261767.27,card,2024-08-02,40,735
1493,457302.36,card,2025-03-23,26,736
1494,47521.31,crypto,2025-06-09,96,736
1495,36224.94,crypto,2025-04-15,85,736
1496,163814.94,card,2024-09-05,19,737
1497,36224.94,crypto,2024-10-26,85,737
1498,114325.32,crypto,2024-11-15,89,738
1499,518566.15,crypto,2024-07-10,28,738
1500,131496.52,crypto,2024-09-10,32,739
1501,314814.14,card,2025-04-25,39,739
1502,523809.7,crypto,2024-10-09,82,739
1503,324939.73,transfer,2025-03-10,62,740
1504,93317.63,card,2025-01-15,88,740
1505,268872.84,card,2025-01-21,86,741
1506,113798.86,card,2025-02-04,37,741
1507,58991.5,card,2025-01-03,2,741
1508,244794.12,card,2024-10-30,79,742
1509,389798.58,transfer,2024-12-23,1,743
1510,2763839.79,crypto,2025-01-18,14,743
1511,93317.63,crypto,2025-02-10,88,743
1512,24676.73,transfer,2024-08-10,94,744
1513,276118.3,crypto,2025-03-13,65,745
1514,36224.94,card,2025-04-17,85,745
1515,86779.7,crypto,2024-09-01,57,746
1516,267287.33,crypto,2025-04-26,20,746
1517,762675.24,card,2024-07-26,27,746
1518,4299483.75,card,2025-01-11,13,747
1519,181747.73,transfer,2024-12-29,51,747
1520,148704.71,crypto,2024-08-13,8,747
1521,46552.26,card,2024-08-08,61,748
1522,181770.3,crypto,2024-12-14,63,749
1523,3669048.07,transfer,2024-07-24,34,749
1524,125264.43,crypto,2024-10-24,54,749
1525,247647.99,transfer,2024-09-09,74,750
1526,24676.73,crypto,2025-06-05,94,750
1527,153678.95,crypto,2024-10-10,73,750
1528,61492.09,transfer,2024-09-12,59,751
1529,56039.73,card,2025-04-25,6,752
1530,113798.86,transfer,2024-12-24,37,752
1531,47521.31,transfer,2025-01-09,96,753
1532,457302.36,transfer,2024-12-02,26,754
1533,261767.27,crypto,2024-12-08,40,754
1534,90021.9,crypto,2024-07-17,76,755
1535,425116.58,transfer,2024-12-19,15,755
1536,314814.14,card,2025-03-04,39,756
1537,113798.86,crypto,2024-10-15,37,756
1538,47521.31,transfer,2025-05-06,96,756
1539,2763839.79,crypto,2024-12-04,14,757
1540,499118.91,card,2024-08-17,52,757
1541,3669048.07,crypto,2024-08-03,34,757
1542,56039.73,transfer,2025-01-06,6,758
1543,163814.94,transfer,2024-07-23,19,759
1544,247647.99,card,2025-04-21,74,760
1545,25377.31,crypto,2024-11-29,30,761
1546,499563.8,transfer,2025-02-26,75,761
1547,273358.56,transfer,2024-07-20,56,762
1548,193822.45,crypto,2025-03-19,5,762
1549,16097.48,transfer,2024-09-19,83,762
1550,499563.8,transfer,2025-03-29,75,763
1551,190647.86,transfer,2024-08-11,70,763
1552,494346.74,transfer,2024-08-16,66,763
1553,457302.36,transfer,2024-09-14,26,764
1554,129029.38,crypto,2025-06-09,4,765
1555,3669048.07,card,2024-09-24,34,766
1556,190647.86,crypto,2025-05-28,70,766
1557,139687.94,card,2025-02-13,68,767
1558,90021.9,transfer,2025-04-06,76,768
1559,112535.94,card,2024-09-05,55,768
1560,2137969.3,crypto,2025-04-02,35,768
1561,93696.13,crypto,2024-11-29,67,769
1562,1054189.91,crypto,2025-03-24,24,769
1563,193822.45,crypto,2025-04-17,5,769
1564,3669048.07,transfer,2025-04-11,34,770
1565,198966.34,card,2024-08-12,77,770
1566,93285.58,crypto,2024-10-15,58,771
1567,138674.18,card,2024-07-04,45,771
1568,47521.31,crypto,2024-10-18,96,772
1569,209298.96,transfer,2025-03-20,78,773
1570,86779.7,card,2024-07-12,57,773
1571,4774754.74,crypto,2024-08-24,23,773
1572,242111.56,card,2024-11-14,21,774
1573,247647.99,card,2024-12-15,74,774
1574,73664.99,transfer,2025-06-07,36,774
1575,499563.8,crypto,2024-12-11,75,775
1576,181770.3,transfer,2024-09-29,63,775
1577,390198.65,transfer,2025-05-17,84,775
1578,267287.33,crypto,2024-07-06,20,776
1579,50014.27,crypto,2025-06-05,46,776
1580,242111.56,transfer,2025-03-27,21,776
1581,166990.49,transfer,2025-03-15,91,777
1582,56039.73,crypto,2025-04-14,6,777
1583,85365.21,crypto,2024-10-28,47,778
1584,155232.06,card,2024-12-22,11,778
1585,112535.94,card,2025-02-15,55,779
1586,89984.51,card,2025-01-17,10,779
1587,79251.34,crypto,2024-10-23,3,780
1588,139687.94,card,2024-12-29,68,781
1589,155232.06,card,2024-08-05,11,782
1590,4636516.55,transfer,2025-02-22,16,782
1591,79251.34,transfer,2025-02-04,3,782
1592,4636516.55,crypto,2024-08-12,16,783
1593,299010.94,card,2025-05-08,49,783
1594,47521.31,transfer,2024-07-23,96,783
1595,131496.52,transfer,2024-07-08,32,784
1596,499118.91,transfer,2025-06-05,52,785
1597,61492.09,crypto,2025-06-12,59,785
1598,47521.31,transfer,2024-12-16,96,786
1599,518566.15,crypto,2025-06-05,28,786
1600,4774754.74,card,2024-11-19,23,787
1601,73664.99,transfer,2024-11-22,36,787
1602,245923.82,crypto,2024-06-23,7,787
1603,244794.12,card,2024-07-28,79,788
1604,523809.7,transfer,2025-05-27,82,788
1605,390198.65,transfer,2025-01-22,84,789
1606,76051.12,transfer,2024-09-08,9,789
1607,4774754.74,transfer,2024-12-27,23,790
1608,209298.96,crypto,2024-06-22,78,790
1609,389798.58,card,2024-09-29,1,790
1610,390198.65,card,2024-07-23,84,791
1611,1794990.64,card,2025-02-08,81,792
1612,90021.9,crypto,2025-03-10,76,793
1613,4299483.75,transfer,2025-02-16,13,794
1614,232140.5,crypto,2025-05-17,97,795
1615,1905649.15,card,2024-10-07,29,795
1616,193822.45,transfer,2024-08-07,5,796
1617,2763839.79,crypto,2025-06-11,14,797
1618,79251.34,transfer,2024-09-10,3,798
1619,457302.36,crypto,2024-08-16,26,799
1620,125264.43,crypto,2024-10-14,54,799
1621,125264.43,transfer,2025-05-07,54,800
1622,181747.73,crypto,2024-09-26,51,800
1623,299010.94,card,2025-04-30,49,800
1624,138674.18,card,2024-12-08,45,801
1625,267287.33,crypto,2025-01-21,20,801
1626,216984.4,transfer,2025-02-27,31,801
1627,3669048.07,card,2024-08-19,34,802
1628,16097.48,card,2025-02-06,83,802
1629,376300.87,crypto,2024-07-17,93,803
1630,499563.8,crypto,2025-04-15,75,803
1631,93317.63,crypto,2024-08-04,88,804
1632,457302.36,crypto,2025-05-09,26,805
1633,89984.51,crypto,2024-09-25,10,805
1634,46552.26,crypto,2024-07-10,61,805
1635,716041.2,card,2024-11-06,60,806
1636,24676.73,crypto,2024-10-17,94,806
1637,244794.12,transfer,2024-08-23,79,807
1638,163814.94,card,2024-11-15,19,807
1639,2763839.79,transfer,2024-08-16,14,807
1640,523809.7,crypto,2025-06-16,82,808
1641,335619.82,card,2024-11-26,53,809
1642,138674.18,crypto,2025-05-02,45,810
1643,93285.58,transfer,2025-01-29,58,810
1644,30719.42,card,2024-10-04,72,811
1645,494346.74,crypto,2025-02-22,66,811
1646,81855.4,card,2025-06-02,22,811
1647,390198.65,crypto,2025-02-06,84,812
1648,299010.94,crypto,2025-02-02,49,813
1649,499118.91,card,2024-08-03,52,814
1650,366341.88,crypto,2024-06-24,71,815
1651,55828.65,crypto,2025-03-18,92,815
1652,76051.12,transfer,2024-10-24,9,816
1653,4299483.75,crypto,2025-02-11,13,817
1654,85365.21,card,2024-07-03,47,818
1655,163814.94,crypto,2024-10-11,19,818
1656,81855.4,card,2024-07-09,22,819
1657,79251.34,transfer,2025-05-22,3,819
1658,16097.48,transfer,2024-10-05,83,819
1659,1054189.91,card,2025-02-24,24,820
1660,533244.54,transfer,2024-07-16,48,821
1661,523809.7,transfer,2024-12-22,82,821
1662,245923.82,card,2024-12-27,7,821
1663,61492.09,card,2024-09-07,59,822
1664,93285.58,transfer,2025-03-16,58,822
1665,523809.7,crypto,2025-04-13,82,823
1666,209298.96,transfer,2024-10-10,78,823
1667,4774754.74,transfer,2024-10-21,23,823
1668,335619.82,crypto,2025-04-29,53,824
1669,85365.21,crypto,2024-11-29,47,824
1670,76051.12,card,2025-03-04,9,824
1671,334367.45,crypto,2024-11-12,25,825
1672,1057243.7,crypto,2025-02-03,50,826
1673,2763839.79,transfer,2024-09-23,14,827
1674,209298.96,transfer,2024-12-09,78,827
1675,140846.04,transfer,2024-12-17,44,828
1676,499563.8,transfer,2024-07-30,75,829
1677,193822.45,transfer,2024-06-26,5,829
1678,307456.34,card,2024-07-10,64,830
1679,244794.12,card,2025-02-10,79,831
1680,494346.74,crypto,2025-05-30,66,832
1681,190647.86,card,2025-05-23,70,832
1682,36224.94,card,2024-11-06,85,833
1683,307456.34,transfer,2024-11-22,64,834
1684,76051.12,crypto,2025-03-17,9,835
1685,131496.52,card,2024-08-24,32,836
1686,273358.56,transfer,2025-04-17,56,836
1687,73664.99,crypto,2025-05-17,36,837
1688,16097.48,card,2025-02-08,83,837
1689,390198.65,crypto,2024-07-15,84,838
1690,2137969.3,transfer,2025-06-16,35,838
1691,93696.13,crypto,2024-08-27,67,839
1692,425116.58,crypto,2025-03-07,15,839
1693,131496.52,card,2024-11-28,32,840
1694,523809.7,crypto,2024-07-09,82,840
1695,346010.59,card,2024-10-18,41,841
1696,46552.26,card,2024-08-30,61,841
1697,389798.58,transfer,2024-11-22,1,842
1698,499563.8,crypto,2025-02-23,75,843
1699,2781929.0,transfer,2024-07-11,42,844
1700,138674.18,crypto,2025-03-27,45,844
1701,346010.59,crypto,2024-08-28,41,845
1702,181770.3,transfer,2024-11-10,63,845
1703,112535.94,card,2024-06-26,55,845
1704,335619.82,crypto,2024-06-30,53,846
1705,273358.56,transfer,2024-07-03,56,846
1706,499118.91,crypto,2025-03-14,52,847
1707,198966.34,transfer,2025-01-19,77,848
1708,716041.2,transfer,2024-06-26,60,849
1709,425270.84,card,2024-11-20,90,850
1710,61492.09,transfer,2024-08-19,59,850
1711,335619.82,transfer,2025-02-03,53,850
1712,58991.5,card,2024-07-03,2,851
1713,56039.73,transfer,2024-10-10,6,851
1714,61492.09,crypto,2025-03-24,59,851
1715,61492.09,crypto,2024-09-26,59,852
1716,499563.8,crypto,2024-09-03,75,852
1717,90021.9,card,2024-07-12,76,853
1718,176937.71,card,2024-11-26,87,853
1719,198966.34,transfer,2025-06-08,77,854
1720,16097.48,card,2025-04-13,83,854
1721,1794990.64,card,2024-11-03,81,855
1722,125264.43,transfer,2024-07-12,54,855
1723,148704.71,card,2024-10-26,8,856
1724,422562.0,transfer,2024-09-07,33,856
1725,153678.95,card,2025-06-13,73,857
1726,415696.86,crypto,2025-01-12,95,857
1727,163814.94,crypto,2025-05-05,19,857
1728,90021.9,card,2024-10-28,76,858
1729,155232.06,crypto,2024-09-12,11,858
1730,82005.86,card,2025-05-25,80,858
1731,140846.04,transfer,2024-08-26,44,859
1732,90021.9,crypto,2025-06-04,76,859
1733,112535.94,card,2025-04-16,55,859
1734,261767.27,transfer,2025-01-27,40,860
1735,50014.27,card,2024-12-03,46,861
1736,2781929.0,transfer,2024-07-09,42,861
1737,335619.82,card,2024-11-30,53,861
1738,131496.52,transfer,2025-06-11,32,862
1739,307456.34,transfer,2024-08-23,64,863
1740,46552.26,crypto,2024-08-07,61,863
1741,390198.65,card,2024-10-09,84,863
1742,307456.34,card,2024-07-21,64,864
1743,247647.99,transfer,2024-09-23,74,864
1744,55828.65,transfer,2025-06-07,92,865
1745,56039.73,transfer,2024-08-14,6,865
1746,76051.12,transfer,2025-03-12,9,866
1747,176937.71,transfer,2024-10-03,87,867
1748,273358.56,transfer,2025-02-24,56,867
1749,232140.5,card,2025-01-04,97,867
1750,244794.12,transfer,2025-01-22,79,868
1751,346010.59,card,2024-09-22,41,868
1752,216984.4,card,2024-11-26,31,868
1753,148704.71,crypto,2025-05-27,8,869
1754,176937.71,card,2024-09-09,87,869
1755,334367.45,crypto,2024-07-13,25,869
1756,79251.34,transfer,2024-10-06,3,870
1757,3669048.07,transfer,2024-10-19,34,871
1758,415696.86,card,2024-10-21,95,871
1759,25377.31,transfer,2024-07-23,30,872
1760,82005.86,transfer,2025-04-09,80,872
1761,131496.52,crypto,2025-05-18,32,873
1762,268872.84,card,2024-11-30,86,873
1763,4774754.74,crypto,2024-06-20,23,874
1764,2137969.3,transfer,2024-10-04,35,874
1765,112535.94,transfer,2025-02-20,55,874
1766,457302.36,crypto,2024-11-29,26,875
1767,93696.13,crypto,2024-07-12,67,875
1768,1054189.91,card,2024-11-22,24,876
1769,499563.8,card,2024-12-17,75,876
1770,16097.48,transfer,2025-04-06,83,877
1771,2781929.0,transfer,2024-08-31,42,878
1772,181770.3,crypto,2025-05-04,63,878
1773,216984.4,card,2025-02-28,31,878
1774,155232.06,crypto,2025-03-19,11,879
1775,58991.5,card,2024-08-02,2,879
1776,163814.94,crypto,2024-06-17,19,880
1777,422562.0,card,2024-10-31,33,880
1778,4774754.74,card,2024-10-19,23,881
1779,422562.0,crypto,2025-02-14,33,882
1780,85365.21,transfer,2024-07-17,47,882
1781,267287.33,card,2025-01-24,20,883
1782,2781929.0,transfer,2024-09-18,42,884
1783,4299483.75,card,2025-03-03,13,884
1784,422562.0,transfer,2025-02-03,33,884
1785,4636516.55,transfer,2024-09-29,16,885
1786,533244.54,crypto,2024-10-15,48,885
1787,24676.73,crypto,2024-09-17,94,886
1788,93317.63,transfer,2024-10-19,88,886
1789,499563.8,transfer,2024-08-05,75,886
1790,82005.86,transfer,2024-12-13,80,887
1791,716041.2,crypto,2025-04-26,60,887
1792,376300.87,transfer,2024-11-07,93,888
1793,163814.94,card,2025-04-20,19,889
1794,4299483.75,card,2025-06-16,13,890
1795,163814.94,transfer,2024-10-11,19,891
1796,346010.59,crypto,2024-12-24,41,892
1797,58991.5,card,2024-12-06,2,892
1798,190647.86,transfer,2024-09-30,70,893
1799,209298.96,card,2024-09-12,78,893
1800,390198.65,card,2024-11-11,84,893
1801,56039.73,card,2024-08-12,6,894
1802,178781.4,transfer,2025-03-18,38,895
1803,16097.48,transfer,2025-04-20,83,896
1804,82005.86,transfer,2025-02-06,80,896
1805,307456.34,card,2024-12-10,64,896
1806,267287.33,transfer,2025-03-27,20,897
1807,76051.12,transfer,2024-08-05,9,898
1808,89984.51,crypto,2024-11-26,10,899
1809,58991.5,crypto,2025-05-02,2,899
1810,125264.43,transfer,2025-01-07,54,900
1811,247647.99,card,2024-10-03,74,901
1812,24676.73,card,2024-08-15,94,901
1813,247647.99,crypto,2025-05-24,74,902
1814,138674.18,transfer,2025-03-23,45,902
1815,267287.33,transfer,2024-08-30,20,903
1816,247647.99,transfer,2024-10-16,74,904
1817,4636516.55,crypto,2024-08-25,16,905
1818,209298.96,card,2024-09-15,78,905
1819,148704.71,transfer,2025-03-24,8,906
1820,314814.14,crypto,2025-02-16,39,906
1821,153678.95,crypto,2024-06-17,73,907
1822,335619.82,card,2024-09-13,53,908
1823,457302.36,card,2025-02-17,26,908
1824,1144661.1,crypto,2024-12-08,12,909
1825,36224.94,transfer,2025-02-10,85,909
1826,82005.86,transfer,2024-10-26,80,909
1827,139687.94,card,2025-03-06,68,910
1828,523809.7,crypto,2025-01-27,82,911
1829,299010.94,transfer,2024-08-20,49,912
1830,50014.27,transfer,2024-11-12,46,912
1831,4299483.75,crypto,2024-12-01,13,913
1832,153678.95,card,2025-04-16,73,914
1833,244794.12,crypto,2024-08-19,79,914
1834,257823.53,crypto,2024-07-25,69,915
1835,178781.4,card,2025-03-11,38,915
1836,131496.52,crypto,2025-03-31,32,915
1837,129029.38,transfer,2025-03-07,4,916
1838,533244.54,card,2025-03-11,48,916
1839,499563.8,card,2024-12-14,75,917
1840,178781.4,transfer,2025-05-14,38,918
1841,261767.27,crypto,2025-05-08,40,918
1842,273358.56,transfer,2025-04-13,56,918
1843,335619.82,crypto,2025-01-30,53,919
1844,178781.4,card,2025-02-22,38,920
1845,76051.12,card,2024-12-31,9,920
1846,93696.13,crypto,2025-03-07,67,920
1847,389798.58,card,2025-06-10,1,921
1848,93285.58,card,2024-10-17,58,922
1849,81855.4,transfer,2024-09-30,22,922
1850,24676.73,crypto,2025-02-15,94,923
1851,499563.8,crypto,2025-06-01,75,924
1852,247647.99,crypto,2025-04-15,74,924
1853,307456.34,card,2025-01-31,64,924
1854,46552.26,transfer,2024-08-15,61,925
1855,425270.84,transfer,2025-03-18,90,926
1856,176937.71,transfer,2024-08-17,87,927
1857,25377.31,crypto,2024-09-14,30,928
1858,153678.95,transfer,2025-02-18,73,928
1859,140846.04,crypto,2025-06-15,44,928
1860,81855.4,crypto,2024-12-27,22,929
1861,76051.12,transfer,2024-09-25,9,930
1862,716041.2,transfer,2024-08-07,60,930
1863,232140.5,crypto,2024-10-10,97,930
1864,2781929.0,crypto,2024-09-10,42,931
1865,4774754.74,crypto,2024-09-04,23,931
1866,346010.59,transfer,2025-06-04,41,932
1867,155232.06,crypto,2025-03-13,11,932
1868,140846.04,crypto,2025-05-30,44,933
1869,56039.73,transfer,2025-06-13,6,933
1870,198966.34,crypto,2024-11-29,77,933
1871,166990.49,crypto,2025-01-02,91,934
1872,261767.27,transfer,2025-03-27,40,934
1873,314814.14,crypto,2025-06-17,39,935
1874,209298.96,crypto,2024-10-13,78,935
1875,390198.65,card,2025-06-04,84,936
1876,76051.12,transfer,2024-10-25,9,937
1877,24676.73,card,2024-08-09,94,937
1878,4636516.55,transfer,2025-05-14,16,938
1879,415696.86,crypto,2024-07-15,95,938
1880,55828.65,transfer,2024-11-02,92,938
1881,232140.5,transfer,2024-06-24,97,939
1882,307456.34,transfer,2024-10-09,64,939
1883,314814.14,card,2025-03-08,39,940
1884,209298.96,card,2024-10-15,78,941
1885,389798.58,card,2025-02-03,1,941
1886,390198.65,transfer,2025-05-07,84,941
1887,4299483.75,transfer,2024-10-17,13,942
1888,376300.87,card,2025-05-08,93,942
1889,273358.56,crypto,2024-12-05,56,943
1890,268872.84,crypto,2024-12-29,86,944
1891,47521.31,card,2025-04-10,96,944
1892,55828.65,crypto,2024-10-07,92,945
1893,131496.52,transfer,2025-03-07,32,945
1894,181747.73,crypto,2025-04-06,51,946
1895,93317.63,crypto,2024-11-29,88,947
1896,232140.5,card,2025-04-02,97,947
1897,93696.13,transfer,2025-04-13,67,948
1898,273358.56,card,2024-09-27,56,948
1899,76051.12,crypto,2025-03-04,9,949
1900,276118.3,card,2024-07-03,65,949
1901,257823.53,crypto,2024-11-16,69,950
1902,2781929.0,crypto,2024-08-19,42,951
1903,47521.31,crypto,2024-09-20,96,952
1904,112535.94,crypto,2024-10-28,55,952
1905,73664.99,transfer,2024-10-02,36,952
1906,198966.34,crypto,2025-02-13,77,953
1907,609677.95,crypto,2025-02-24,18,953
